HT_link,AT_Link,Season,HT_Game_Penalty_Cards,AT_Game_Penalty_Cards
newcastle-united-fc,brighton-amp-hov,2019,0,2
afc-bournemouth,southampton-fc,2019,1,2
cardiff-city-fc,fulham,2019,3,3
manchester-city-fc,burnley-fc,2019,2,2
huddersfield-town-fc,liverpool,2019,0,2
everton-fc,crystal-palace-fc,2019,2,1
arsenal,leicester-city-fc,2019,2,2
brighton-amp-hov,wolverhampton,2019,3,0
fulham,afc-bournemouth,2019,5,1
liverpool,cardiff-city-fc,2019,0,0
southampton-fc,newcastle-united-fc,2019,0,1
watford-fc,huddersfield-town-fc,2019,1,2
leicester-city-fc,west-ham-united,2019,1,2
burnley-fc,chelsea-fc,2019,4,2
crystal-palace-fc,arsenal,2019,1,2
manchester-united-fc,everton-fc,2019,2,1
tottenham-hotspur-fc,manchester-city-fc,2019,2,2
afc-bournemouth,manchester-united-fc,2019,4,3
cardiff-city-fc,leicester-city-fc,2019,2,2
everton-fc,brighton-amp-hov,2019,0,1
newcastle-united-fc,watford-fc,2019,1,5
west-ham-united,burnley-fc,2019,1,4
arsenal,liverpool,2019,1,1
wolverhampton,tottenham-hotspur-fc,2019,1,2
manchester-city-fc,southampton-fc,2019,1,1
chelsea-fc,crystal-palace-fc,2019,0,1
huddersfield-town-fc,fulham,2019,1,2
cardiff-city-fc,brighton-amp-hov,2019,2,2
huddersfield-town-fc,west-ham-united,2019,1,1
leicester-city-fc,burnley-fc,2019,2,0
newcastle-united-fc,afc-bournemouth,2019,2,1
southampton-fc,watford-fc,2019,3,2
crystal-palace-fc,tottenham-hotspur-fc,2019,1,1
liverpool,fulham,2019,1,1
chelsea-fc,everton-fc,2019,4,3
arsenal,wolverhampton,2019,2,2
manchester-city-fc,manchester-united-fc,2019,1,1
brighton-amp-hov,leicester-city-fc,2019,3,4
everton-fc,cardiff-city-fc,2019,0,3
fulham,southampton-fc,2019,2,3
manchester-united-fc,crystal-palace-fc,2019,1,2
watford-fc,liverpool,2019,0,3
west-ham-united,manchester-city-fc,2019,0,0
tottenham-hotspur-fc,chelsea-fc,2019,0,3
afc-bournemouth,arsenal,2019,2,1
wolverhampton,huddersfield-town-fc,2019,1,2
burnley-fc,newcastle-united-fc,2019,0,1
cardiff-city-fc,wolverhampton,2019,1,2
crystal-palace-fc,burnley-fc,2019,1,1
huddersfield-town-fc,brighton-amp-hov,2019,1,2
leicester-city-fc,watford-fc,2019,2,2
manchester-city-fc,afc-bournemouth,2019,0,0
newcastle-united-fc,west-ham-united,2019,3,3
southampton-fc,manchester-united-fc,2019,4,4
chelsea-fc,fulham,2019,2,1
arsenal,tottenham-hotspur-fc,2019,3,6
liverpool,everton-fc,2019,3,2
afc-bournemouth,huddersfield-town-fc,2019,4,2
brighton-amp-hov,crystal-palace-fc,2019,3,3
west-ham-united,cardiff-city-fc,2019,1,2
watford-fc,manchester-city-fc,2019,0,1
burnley-fc,liverpool,2019,1,0
fulham,leicester-city-fc,2019,0,0
wolverhampton,chelsea-fc,2019,4,4
everton-fc,newcastle-united-fc,2019,0,5
manchester-united-fc,arsenal,2019,3,3
tottenham-hotspur-fc,southampton-fc,2019,0,0
afc-bournemouth,liverpool,2019,2,1
arsenal,huddersfield-town-fc,2019,5,4
burnley-fc,brighton-amp-hov,2019,2,0
cardiff-city-fc,southampton-fc,2019,2,2
manchester-united-fc,fulham,2019,1,4
west-ham-united,crystal-palace-fc,2019,1,2
chelsea-fc,manchester-city-fc,2019,2,0
leicester-city-fc,tottenham-hotspur-fc,2019,3,1
newcastle-united-fc,wolverhampton,2019,3,5
everton-fc,watford-fc,2019,1,1
manchester-city-fc,everton-fc,2019,1,2
crystal-palace-fc,leicester-city-fc,2019,2,1
huddersfield-town-fc,newcastle-united-fc,2019,1,1
tottenham-hotspur-fc,burnley-fc,2019,0,2
watford-fc,cardiff-city-fc,2019,0,0
wolverhampton,afc-bournemouth,2019,1,2
fulham,west-ham-united,2019,2,1
brighton-amp-hov,chelsea-fc,2019,2,2
southampton-fc,arsenal,2019,3,1
liverpool,manchester-united-fc,2019,0,2
wolverhampton,liverpool,2019,0,0
arsenal,burnley-fc,2019,2,5
afc-bournemouth,brighton-amp-hov,2019,2,3
chelsea-fc,leicester-city-fc,2019,0,2
huddersfield-town-fc,southampton-fc,2019,2,3
manchester-city-fc,crystal-palace-fc,2019,0,4
newcastle-united-fc,fulham,2019,1,2
west-ham-united,watford-fc,2019,3,2
cardiff-city-fc,manchester-united-fc,2019,2,1
everton-fc,tottenham-hotspur-fc,2019,0,2
fulham,wolverhampton,2019,2,1
burnley-fc,everton-fc,2019,2,4
crystal-palace-fc,cardiff-city-fc,2019,0,3
leicester-city-fc,manchester-city-fc,2019,2,3
liverpool,newcastle-united-fc,2019,0,0
manchester-united-fc,huddersfield-town-fc,2019,1,1
tottenham-hotspur-fc,afc-bournemouth,2019,2,1
brighton-amp-hov,arsenal,2019,2,1
watford-fc,chelsea-fc,2019,1,0
southampton-fc,west-ham-united,2019,2,0
brighton-amp-hov,everton-fc,2019,0,2
fulham,huddersfield-town-fc,2019,3,1
leicester-city-fc,cardiff-city-fc,2019,0,2
tottenham-hotspur-fc,wolverhampton,2019,3,2
watford-fc,newcastle-united-fc,2019,1,2
liverpool,arsenal,2019,1,2
crystal-palace-fc,chelsea-fc,2019,0,1
burnley-fc,west-ham-united,2019,1,4
southampton-fc,manchester-city-fc,2019,3,3
manchester-united-fc,afc-bournemouth,2019,3,0
everton-fc,leicester-city-fc,2019,3,1
arsenal,fulham,2019,0,1
cardiff-city-fc,tottenham-hotspur-fc,2019,1,0
chelsea-fc,southampton-fc,2019,1,2
huddersfield-town-fc,burnley-fc,2019,3,5
west-ham-united,brighton-amp-hov,2019,0,1
wolverhampton,crystal-palace-fc,2019,4,1
afc-bournemouth,watford-fc,2019,1,4
newcastle-united-fc,manchester-united-fc,2019,1,2
manchester-city-fc,liverpool,2019,4,2
west-ham-united,arsenal,2019,0,2
brighton-amp-hov,liverpool,2019,0,0
burnley-fc,fulham,2019,1,2
cardiff-city-fc,huddersfield-town-fc,2019,3,1
crystal-palace-fc,watford-fc,2019,1,4
leicester-city-fc,southampton-fc,2019,2,4
chelsea-fc,newcastle-united-fc,2019,1,1
everton-fc,afc-bournemouth,2019,5,0
tottenham-hotspur-fc,manchester-united-fc,2019,1,2
manchester-city-fc,wolverhampton,2019,1,1
wolverhampton,leicester-city-fc,2019,3,3
afc-bournemouth,west-ham-united,2019,0,1
liverpool,crystal-palace-fc,2019,3,1
manchester-united-fc,brighton-amp-hov,2019,1,0
newcastle-united-fc,cardiff-city-fc,2019,0,1
southampton-fc,everton-fc,2019,2,1
watford-fc,burnley-fc,2019,1,2
arsenal,chelsea-fc,2019,0,2
huddersfield-town-fc,manchester-city-fc,2019,2,2
fulham,tottenham-hotspur-fc,2019,2,3
arsenal,cardiff-city-fc,2019,3,3
fulham,brighton-amp-hov,2019,2,3
huddersfield-town-fc,everton-fc,2019,1,5
wolverhampton,west-ham-united,2019,4,1
manchester-united-fc,burnley-fc,2019,1,3
newcastle-united-fc,manchester-city-fc,2019,2,3
afc-bournemouth,chelsea-fc,2019,1,0
southampton-fc,crystal-palace-fc,2019,2,5
liverpool,leicester-city-fc,2019,1,3
tottenham-hotspur-fc,watford-fc,2019,0,4
tottenham-hotspur-fc,newcastle-united-fc,2019,0,1
brighton-amp-hov,watford-fc,2019,1,0
burnley-fc,southampton-fc,2019,3,1
chelsea-fc,huddersfield-town-fc,2019,0,0
crystal-palace-fc,fulham,2019,2,3
everton-fc,wolverhampton,2019,3,1
cardiff-city-fc,afc-bournemouth,2019,1,2
leicester-city-fc,manchester-united-fc,2019,4,4
manchester-city-fc,arsenal,2019,1,1
west-ham-united,liverpool,2019,1,1
fulham,manchester-united-fc,2019,3,2
crystal-palace-fc,west-ham-united,2019,3,0
huddersfield-town-fc,arsenal,2019,3,2
liverpool,afc-bournemouth,2019,2,2
southampton-fc,cardiff-city-fc,2019,3,3
watford-fc,everton-fc,2019,2,3
brighton-amp-hov,burnley-fc,2019,1,1
tottenham-hotspur-fc,leicester-city-fc,2019,3,1
manchester-city-fc,chelsea-fc,2019,1,2
wolverhampton,newcastle-united-fc,2019,1,3
everton-fc,manchester-city-fc,2019,1,1
cardiff-city-fc,watford-fc,2019,1,2
west-ham-united,fulham,2019,1,1
burnley-fc,tottenham-hotspur-fc,2019,1,3
afc-bournemouth,wolverhampton,2019,4,5
newcastle-united-fc,huddersfield-town-fc,2019,2,1
leicester-city-fc,crystal-palace-fc,2019,2,1
arsenal,southampton-fc,2019,0,0
manchester-united-fc,liverpool,2019,1,3
chelsea-fc,brighton-amp-hov,2019,0,0
cardiff-city-fc,everton-fc,2019,3,1
huddersfield-town-fc,wolverhampton,2019,2,2
leicester-city-fc,brighton-amp-hov,2019,1,1
newcastle-united-fc,burnley-fc,2019,1,3
arsenal,afc-bournemouth,2019,2,2
southampton-fc,fulham,2019,0,1
crystal-palace-fc,manchester-united-fc,2019,2,3
chelsea-fc,tottenham-hotspur-fc,2019,1,1
liverpool,watford-fc,2019,0,2
manchester-city-fc,west-ham-united,2019,0,2
tottenham-hotspur-fc,arsenal,2019,3,3
afc-bournemouth,manchester-city-fc,2019,1,2
brighton-amp-hov,huddersfield-town-fc,2019,2,2
burnley-fc,crystal-palace-fc,2019,1,2
manchester-united-fc,southampton-fc,2019,2,1
wolverhampton,cardiff-city-fc,2019,1,2
west-ham-united,newcastle-united-fc,2019,3,4
watford-fc,leicester-city-fc,2019,5,1
fulham,chelsea-fc,2019,2,1
everton-fc,liverpool,2019,1,2
crystal-palace-fc,brighton-amp-hov,2019,1,5
cardiff-city-fc,west-ham-united,2019,2,1
huddersfield-town-fc,afc-bournemouth,2019,3,1
leicester-city-fc,fulham,2019,0,2
newcastle-united-fc,everton-fc,2019,3,1
southampton-fc,tottenham-hotspur-fc,2019,4,2
manchester-city-fc,watford-fc,2019,1,1
liverpool,burnley-fc,2019,2,0
chelsea-fc,wolverhampton,2019,1,4
arsenal,manchester-united-fc,2019,2,2
afc-bournemouth,newcastle-united-fc,2019,3,2
burnley-fc,leicester-city-fc,2019,1,2
west-ham-united,huddersfield-town-fc,2019,0,2
fulham,liverpool,2019,2,1
everton-fc,chelsea-fc,2019,1,2
tottenham-hotspur-fc,crystal-palace-fc,2019,1,0
brighton-amp-hov,cardiff-city-fc,2019,0,1
watford-fc,southampton-fc,2019,5,2
wolverhampton,arsenal,2019,2,3
manchester-united-fc,manchester-city-fc,2019,2,2
fulham,manchester-city-fc,2019,2,0
brighton-amp-hov,southampton-fc,2019,1,2
burnley-fc,wolverhampton,2019,1,1
crystal-palace-fc,huddersfield-town-fc,2019,0,0
leicester-city-fc,afc-bournemouth,2019,0,2
manchester-united-fc,watford-fc,2019,1,2
west-ham-united,everton-fc,2019,1,1
cardiff-city-fc,chelsea-fc,2019,2,3
liverpool,tottenham-hotspur-fc,2019,0,1
arsenal,newcastle-united-fc,2019,2,0
watford-fc,fulham,2019,3,2
wolverhampton,manchester-united-fc,2019,1,5
manchester-city-fc,cardiff-city-fc,2019,0,3
southampton-fc,liverpool,2019,2,4
afc-bournemouth,burnley-fc,2019,2,3
huddersfield-town-fc,leicester-city-fc,2019,3,0
newcastle-united-fc,crystal-palace-fc,2019,1,2
everton-fc,arsenal,2019,1,4
chelsea-fc,west-ham-united,2019,2,1
tottenham-hotspur-fc,brighton-amp-hov,2019,1,2
leicester-city-fc,newcastle-united-fc,2019,2,3
tottenham-hotspur-fc,huddersfield-town-fc,2019,2,2
brighton-amp-hov,afc-bournemouth,2019,3,4
burnley-fc,cardiff-city-fc,2019,2,4
fulham,everton-fc,2019,2,1
southampton-fc,wolverhampton,2019,1,3
manchester-united-fc,west-ham-united,2019,1,1
crystal-palace-fc,manchester-city-fc,2019,0,0
liverpool,chelsea-fc,2019,0,1
watford-fc,arsenal,2019,3,0
manchester-city-fc,tottenham-hotspur-fc,2019,1,2
afc-bournemouth,fulham,2019,1,3
huddersfield-town-fc,watford-fc,2019,2,2
west-ham-united,leicester-city-fc,2019,2,0
wolverhampton,brighton-amp-hov,2019,0,1
newcastle-united-fc,southampton-fc,2019,0,2
everton-fc,manchester-united-fc,2019,1,1
arsenal,crystal-palace-fc,2019,4,1
cardiff-city-fc,liverpool,2019,1,1
chelsea-fc,burnley-fc,2019,2,1
liverpool,huddersfield-town-fc,2019,0,0
tottenham-hotspur-fc,west-ham-united,2019,0,2
crystal-palace-fc,everton-fc,2019,2,0
fulham,cardiff-city-fc,2019,0,0
southampton-fc,afc-bournemouth,2019,2,1
watford-fc,wolverhampton,2019,3,2
brighton-amp-hov,newcastle-united-fc,2019,2,3
leicester-city-fc,arsenal,2019,3,4
burnley-fc,manchester-city-fc,2019,1,1
manchester-united-fc,chelsea-fc,2019,3,2
everton-fc,burnley-fc,2019,0,2
afc-bournemouth,tottenham-hotspur-fc,2019,1,7
west-ham-united,southampton-fc,2019,1,1
wolverhampton,fulham,2019,1,3
cardiff-city-fc,crystal-palace-fc,2019,0,0
newcastle-united-fc,liverpool,2019,1,1
chelsea-fc,watford-fc,2019,0,1
huddersfield-town-fc,manchester-united-fc,2019,1,1
arsenal,brighton-amp-hov,2019,5,2
manchester-city-fc,leicester-city-fc,2019,3,2
brighton-amp-hov,manchester-city-fc,2019,0,0
burnley-fc,arsenal,2019,5,1
crystal-palace-fc,afc-bournemouth,2019,3,0
fulham,newcastle-united-fc,2019,1,0
leicester-city-fc,chelsea-fc,2019,0,1
liverpool,wolverhampton,2019,0,2
manchester-united-fc,cardiff-city-fc,2019,3,3
southampton-fc,huddersfield-town-fc,2019,0,1
tottenham-hotspur-fc,everton-fc,2019,0,2
watford-fc,west-ham-united,2019,2,0
liverpool,norwich-city-fc,2020,0,2
west-ham-united,manchester-city-fc,2020,2,2
afc-bournemouth,sheffield-united,2020,2,1
burnley-fc,southampton-fc,2020,0,0
crystal-palace-fc,everton-fc,2020,2,4
watford-fc,brighton-amp-hov,2020,0,1
tottenham-hotspur-fc,aston-villa-fc,2020,1,0
leicester-city-fc,wolverhampton,2020,0,2
newcastle-united-fc,arsenal,2020,1,3
manchester-united-fc,chelsea-fc,2020,3,4
arsenal,burnley-fc,2020,2,1
aston-villa-fc,afc-bournemouth,2020,0,2
brighton-amp-hov,west-ham-united,2020,0,2
everton-fc,watford-fc,2020,2,3
norwich-city-fc,newcastle-united-fc,2020,1,3
southampton-fc,liverpool,2020,2,1
manchester-city-fc,tottenham-hotspur-fc,2020,1,0
sheffield-united,crystal-palace-fc,2020,3,1
chelsea-fc,leicester-city-fc,2020,1,0
wolverhampton,manchester-united-fc,2020,2,2
aston-villa-fc,everton-fc,2020,2,3
norwich-city-fc,chelsea-fc,2020,1,1
brighton-amp-hov,southampton-fc,2020,2,3
manchester-united-fc,crystal-palace-fc,2020,2,4
sheffield-united,leicester-city-fc,2020,1,0
watford-fc,west-ham-united,2020,1,1
liverpool,arsenal,2020,1,1
afc-bournemouth,manchester-city-fc,2020,1,3
tottenham-hotspur-fc,newcastle-united-fc,2020,2,2
wolverhampton,burnley-fc,2020,0,2
southampton-fc,manchester-united-fc,2020,4,2
chelsea-fc,sheffield-united,2020,0,1
crystal-palace-fc,aston-villa-fc,2020,2,7
leicester-city-fc,afc-bournemouth,2020,1,3
manchester-city-fc,brighton-amp-hov,2020,1,1
newcastle-united-fc,watford-fc,2020,2,3
west-ham-united,norwich-city-fc,2020,2,1
burnley-fc,liverpool,2020,0,0
everton-fc,wolverhampton,2020,1,7
arsenal,tottenham-hotspur-fc,2020,3,5
liverpool,newcastle-united-fc,2020,0,0
brighton-amp-hov,burnley-fc,2020,0,2
manchester-united-fc,leicester-city-fc,2020,1,2
sheffield-united,southampton-fc,2020,2,1
tottenham-hotspur-fc,crystal-palace-fc,2020,4,3
wolverhampton,chelsea-fc,2020,1,2
norwich-city-fc,manchester-city-fc,2020,3,1
afc-bournemouth,everton-fc,2020,0,4
watford-fc,arsenal,2020,3,3
aston-villa-fc,west-ham-united,2020,2,4
southampton-fc,afc-bournemouth,2020,1,3
leicester-city-fc,tottenham-hotspur-fc,2020,1,2
burnley-fc,norwich-city-fc,2020,0,1
everton-fc,sheffield-united,2020,1,3
manchester-city-fc,watford-fc,2020,2,2
newcastle-united-fc,brighton-amp-hov,2020,2,1
crystal-palace-fc,wolverhampton,2020,2,4
west-ham-united,manchester-united-fc,2020,2,2
arsenal,aston-villa-fc,2020,8,1
chelsea-fc,liverpool,2020,3,3
sheffield-united,liverpool,2020,1,1
aston-villa-fc,burnley-fc,2020,1,4
afc-bournemouth,west-ham-united,2020,3,1
chelsea-fc,brighton-amp-hov,2020,2,3
crystal-palace-fc,norwich-city-fc,2020,3,1
tottenham-hotspur-fc,southampton-fc,2020,3,2
wolverhampton,watford-fc,2020,0,1
everton-fc,manchester-city-fc,2020,2,2
leicester-city-fc,newcastle-united-fc,2020,1,2
manchester-united-fc,arsenal,2020,4,2
brighton-amp-hov,tottenham-hotspur-fc,2020,2,1
burnley-fc,everton-fc,2020,2,4
liverpool,leicester-city-fc,2020,1,4
norwich-city-fc,aston-villa-fc,2020,1,3
watford-fc,sheffield-united,2020,0,2
west-ham-united,crystal-palace-fc,2020,3,2
arsenal,afc-bournemouth,2020,1,2
manchester-city-fc,wolverhampton,2020,5,2
southampton-fc,chelsea-fc,2020,0,1
newcastle-united-fc,manchester-united-fc,2020,3,3
everton-fc,west-ham-united,2020,2,2
aston-villa-fc,brighton-amp-hov,2020,1,5
afc-bournemouth,norwich-city-fc,2020,1,3
chelsea-fc,newcastle-united-fc,2020,2,1
leicester-city-fc,burnley-fc,2020,0,3
tottenham-hotspur-fc,watford-fc,2020,4,3
wolverhampton,southampton-fc,2020,3,2
crystal-palace-fc,manchester-city-fc,2020,1,1
manchester-united-fc,liverpool,2020,0,1
sheffield-united,arsenal,2020,4,4
southampton-fc,leicester-city-fc,2020,1,0
manchester-city-fc,aston-villa-fc,2020,4,1
brighton-amp-hov,everton-fc,2020,2,1
watford-fc,afc-bournemouth,2020,5,3
west-ham-united,sheffield-united,2020,2,2
burnley-fc,chelsea-fc,2020,3,2
newcastle-united-fc,wolverhampton,2020,3,2
arsenal,crystal-palace-fc,2020,2,0
liverpool,tottenham-hotspur-fc,2020,3,3
norwich-city-fc,manchester-united-fc,2020,2,2
afc-bournemouth,manchester-united-fc,2020,4,3
arsenal,wolverhampton,2020,0,2
aston-villa-fc,liverpool,2020,1,2
brighton-amp-hov,norwich-city-fc,2020,0,1
manchester-city-fc,southampton-fc,2020,3,1
sheffield-united,burnley-fc,2020,1,2
west-ham-united,newcastle-united-fc,2020,2,1
watford-fc,chelsea-fc,2020,4,2
crystal-palace-fc,leicester-city-fc,2020,2,2
everton-fc,tottenham-hotspur-fc,2020,1,3
norwich-city-fc,watford-fc,2020,1,5
chelsea-fc,crystal-palace-fc,2020,3,2
burnley-fc,west-ham-united,2020,2,1
newcastle-united-fc,afc-bournemouth,2020,2,0
southampton-fc,everton-fc,2020,1,1
tottenham-hotspur-fc,sheffield-united,2020,2,2
leicester-city-fc,arsenal,2020,1,1
manchester-united-fc,brighton-amp-hov,2020,2,5
wolverhampton,aston-villa-fc,2020,4,3
liverpool,manchester-city-fc,2020,0,2
west-ham-united,tottenham-hotspur-fc,2020,3,2
arsenal,southampton-fc,2020,6,2
afc-bournemouth,wolverhampton,2020,5,1
brighton-amp-hov,leicester-city-fc,2020,2,0
crystal-palace-fc,liverpool,2020,0,1
everton-fc,norwich-city-fc,2020,3,5
watford-fc,burnley-fc,2020,1,3
manchester-city-fc,chelsea-fc,2020,1,1
sheffield-united,manchester-united-fc,2020,1,2
aston-villa-fc,newcastle-united-fc,2020,1,1
newcastle-united-fc,manchester-city-fc,2020,1,2
burnley-fc,crystal-palace-fc,2020,2,0
chelsea-fc,west-ham-united,2020,0,3
liverpool,brighton-amp-hov,2020,1,0
tottenham-hotspur-fc,afc-bournemouth,2020,0,2
southampton-fc,watford-fc,2020,1,0
norwich-city-fc,arsenal,2020,2,1
wolverhampton,sheffield-united,2020,1,5
leicester-city-fc,everton-fc,2020,0,1
manchester-united-fc,aston-villa-fc,2020,4,1
crystal-palace-fc,afc-bournemouth,2020,4,3
burnley-fc,manchester-city-fc,2020,1,1
leicester-city-fc,watford-fc,2020,3,2
wolverhampton,west-ham-united,2020,1,2
manchester-united-fc,tottenham-hotspur-fc,2020,0,1
chelsea-fc,aston-villa-fc,2020,2,1
southampton-fc,norwich-city-fc,2020,1,1
liverpool,everton-fc,2020,1,2
sheffield-united,newcastle-united-fc,2020,2,0
arsenal,brighton-amp-hov,2020,3,1
everton-fc,chelsea-fc,2020,3,0
afc-bournemouth,liverpool,2020,0,1
tottenham-hotspur-fc,burnley-fc,2020,1,1
watford-fc,crystal-palace-fc,2020,4,2
manchester-city-fc,manchester-united-fc,2020,3,2
aston-villa-fc,leicester-city-fc,2020,6,2
newcastle-united-fc,southampton-fc,2020,1,3
norwich-city-fc,sheffield-united,2020,0,4
brighton-amp-hov,wolverhampton,2020,3,0
west-ham-united,arsenal,2020,2,0
liverpool,watford-fc,2020,2,1
burnley-fc,newcastle-united-fc,2020,0,2
chelsea-fc,afc-bournemouth,2020,1,2
leicester-city-fc,norwich-city-fc,2020,0,5
sheffield-united,aston-villa-fc,2020,2,2
southampton-fc,west-ham-united,2020,1,3
manchester-united-fc,everton-fc,2020,1,2
wolverhampton,tottenham-hotspur-fc,2020,4,4
arsenal,manchester-city-fc,2020,1,4
crystal-palace-fc,brighton-amp-hov,2020,1,1
everton-fc,arsenal,2020,2,3
aston-villa-fc,southampton-fc,2020,2,1
afc-bournemouth,burnley-fc,2020,2,4
brighton-amp-hov,sheffield-united,2020,1,3
newcastle-united-fc,crystal-palace-fc,2020,2,0
norwich-city-fc,wolverhampton,2020,2,4
manchester-city-fc,leicester-city-fc,2020,2,2
watford-fc,manchester-united-fc,2020,3,1
tottenham-hotspur-fc,chelsea-fc,2020,5,3
west-ham-united,liverpool,2020,2,0
tottenham-hotspur-fc,brighton-amp-hov,2020,4,2
aston-villa-fc,norwich-city-fc,2020,2,3
afc-bournemouth,arsenal,2020,4,4
chelsea-fc,southampton-fc,2020,3,2
crystal-palace-fc,west-ham-united,2020,0,2
everton-fc,burnley-fc,2020,0,0
sheffield-united,watford-fc,2020,0,3
manchester-united-fc,newcastle-united-fc,2020,2,2
leicester-city-fc,liverpool,2020,1,1
wolverhampton,manchester-city-fc,2020,0,2
brighton-amp-hov,afc-bournemouth,2020,0,2
newcastle-united-fc,everton-fc,2020,2,2
southampton-fc,crystal-palace-fc,2020,1,2
watford-fc,aston-villa-fc,2020,6,1
norwich-city-fc,tottenham-hotspur-fc,2020,3,3
west-ham-united,leicester-city-fc,2020,4,1
burnley-fc,manchester-united-fc,2020,4,3
arsenal,chelsea-fc,2020,5,4
liverpool,wolverhampton,2020,1,1
manchester-city-fc,sheffield-united,2020,1,1
brighton-amp-hov,chelsea-fc,2020,2,3
burnley-fc,aston-villa-fc,2020,1,1
newcastle-united-fc,leicester-city-fc,2020,1,1
southampton-fc,tottenham-hotspur-fc,2020,3,4
watford-fc,wolverhampton,2020,4,1
manchester-city-fc,everton-fc,2020,0,4
norwich-city-fc,crystal-palace-fc,2020,5,0
west-ham-united,afc-bournemouth,2020,1,2
arsenal,manchester-united-fc,2020,2,0
liverpool,sheffield-united,2020,0,0
sheffield-united,west-ham-united,2020,1,0
crystal-palace-fc,arsenal,2020,2,4
chelsea-fc,burnley-fc,2020,0,3
everton-fc,brighton-amp-hov,2020,2,1
leicester-city-fc,southampton-fc,2020,0,3
manchester-united-fc,norwich-city-fc,2020,0,0
wolverhampton,newcastle-united-fc,2020,0,3
tottenham-hotspur-fc,liverpool,2020,0,2
afc-bournemouth,watford-fc,2020,1,1
aston-villa-fc,manchester-city-fc,2020,2,1
watford-fc,tottenham-hotspur-fc,2020,2,3
arsenal,sheffield-united,2020,1,2
brighton-amp-hov,aston-villa-fc,2020,3,3
manchester-city-fc,crystal-palace-fc,2020,1,2
norwich-city-fc,afc-bournemouth,2020,3,3
southampton-fc,wolverhampton,2020,2,1
west-ham-united,everton-fc,2020,1,0
newcastle-united-fc,chelsea-fc,2020,1,1
burnley-fc,leicester-city-fc,2020,1,0
liverpool,manchester-united-fc,2020,1,3
aston-villa-fc,watford-fc,2020,2,2
afc-bournemouth,brighton-amp-hov,2020,1,1
everton-fc,newcastle-united-fc,2020,1,1
sheffield-united,manchester-city-fc,2020,4,3
crystal-palace-fc,southampton-fc,2020,1,2
chelsea-fc,arsenal,2020,2,2
leicester-city-fc,west-ham-united,2020,1,1
tottenham-hotspur-fc,norwich-city-fc,2020,0,1
manchester-united-fc,burnley-fc,2020,0,2
wolverhampton,liverpool,2020,0,1
leicester-city-fc,chelsea-fc,2020,2,2
afc-bournemouth,aston-villa-fc,2020,4,3
crystal-palace-fc,sheffield-united,2020,3,2
liverpool,southampton-fc,2020,0,2
newcastle-united-fc,norwich-city-fc,2020,2,1
watford-fc,everton-fc,2020,2,5
west-ham-united,brighton-amp-hov,2020,1,1
manchester-united-fc,wolverhampton,2020,3,2
burnley-fc,arsenal,2020,1,3
tottenham-hotspur-fc,manchester-city-fc,2020,2,6
everton-fc,crystal-palace-fc,2020,0,1
brighton-amp-hov,watford-fc,2020,2,2
sheffield-united,afc-bournemouth,2020,2,3
wolverhampton,leicester-city-fc,2020,2,5
southampton-fc,burnley-fc,2020,2,2
norwich-city-fc,liverpool,2020,1,2
aston-villa-fc,tottenham-hotspur-fc,2020,2,0
arsenal,newcastle-united-fc,2020,2,0
chelsea-fc,manchester-united-fc,2020,4,3
manchester-city-fc,west-ham-united,2020,0,1
chelsea-fc,tottenham-hotspur-fc,2020,1,2
burnley-fc,afc-bournemouth,2020,4,3
crystal-palace-fc,newcastle-united-fc,2020,2,7
sheffield-united,brighton-amp-hov,2020,0,2
southampton-fc,aston-villa-fc,2020,1,4
leicester-city-fc,manchester-city-fc,2020,0,0
manchester-united-fc,watford-fc,2020,0,1
wolverhampton,norwich-city-fc,2020,2,3
arsenal,everton-fc,2020,0,4
liverpool,west-ham-united,2020,0,3
norwich-city-fc,leicester-city-fc,2020,1,2
brighton-amp-hov,crystal-palace-fc,2020,2,1
afc-bournemouth,chelsea-fc,2020,2,2
newcastle-united-fc,burnley-fc,2020,4,3
west-ham-united,southampton-fc,2020,1,1
watford-fc,liverpool,2020,0,0
everton-fc,manchester-united-fc,2020,3,4
tottenham-hotspur-fc,wolverhampton,2020,3,2
aston-villa-fc,sheffield-united,2020,1,1
manchester-city-fc,arsenal,2020,1,2
liverpool,afc-bournemouth,2020,0,1
arsenal,west-ham-united,2020,1,2
crystal-palace-fc,watford-fc,2020,4,4
sheffield-united,norwich-city-fc,2020,0,0
southampton-fc,newcastle-united-fc,2020,1,3
wolverhampton,brighton-amp-hov,2020,1,3
burnley-fc,tottenham-hotspur-fc,2020,5,4
chelsea-fc,everton-fc,2020,1,2
manchester-united-fc,manchester-city-fc,2020,2,4
leicester-city-fc,aston-villa-fc,2020,2,1
norwich-city-fc,southampton-fc,2020,1,1
tottenham-hotspur-fc,manchester-united-fc,2020,0,1
watford-fc,leicester-city-fc,2020,0,1
brighton-amp-hov,arsenal,2020,2,1
west-ham-united,wolverhampton,2020,1,1
afc-bournemouth,crystal-palace-fc,2020,3,2
newcastle-united-fc,sheffield-united,2020,2,3
aston-villa-fc,chelsea-fc,2020,2,1
everton-fc,liverpool,2020,2,2
manchester-city-fc,burnley-fc,2020,1,1
leicester-city-fc,brighton-amp-hov,2020,2,2
tottenham-hotspur-fc,west-ham-united,2020,2,2
manchester-united-fc,sheffield-united,2020,1,0
newcastle-united-fc,aston-villa-fc,2020,2,2
